angle,angle_d,real_height,ref_height,distort,scalars
47,37.4228285909122,2.23743984,3.135643,-28.5118874,1.40144237352992
47.1,37.4731075902262,2.24151091,3.146636,-28.63201121,1.40380133148672
47.2,37.5232624611711,2.24557739,3.15767,-28.75237806,1.40617286852893
47.3,37.5732931215076,2.24963925,3.168746,-28.87298785,1.40855739425777
47.4,37.6231998593456,2.25369649,3.179864,-28.99384049,1.4109548531089
47.5,37.6729827168623,2.25774909,3.191024,-29.11493588,1.41336520259654
47.6,37.7226419823228,2.26179705,3.202227,-29.23627394,1.41578883039042
47.7,37.772177576274,2.26584034,3.213472,-29.35785456,1.4182252576543
47.8,37.8215897875999,2.26987896,3.224761,-29.47967765,1.42067531213206
47.9,37.8708786605381,2.27391289,3.236093,-29.60174312,1.42313850905696
48,37.9200443621289,2.27794212,3.24747,-29.72405086,1.42561567806648
48.1,37.9690870596134,2.28196664,3.25889,-29.8466008,1.42810589027717
48.2,38.0180067988109,2.28598643,3.270355,-29.96939281,1.43060997960517
48.3,38.0668038692834,2.29000149,3.281865,-30.09242682,1.43312788848884
48.4,38.11547831754,2.2940118,3.29342,-30.21570272,1.4356595724573
48.5,38.1640303120398,2.29801735,3.30502,-30.33922042,1.43820498135055
48.6,38.2124599004364,2.30201812,3.316666,-30.4629798,1.44076450623247
48.7,38.2607672519936,2.3060141,3.328359,-30.58698079,1.44333852945652
48.8,38.3089526567742,2.31000529,3.340098,-30.71122327,1.44592655889546
48.9,38.3570160428761,2.31399166,3.351884,-30.83570715,1.44852898908028
49,38.4049575804721,2.3179732,3.363717,-30.96043232,1.45114576820819
49.1,38.4527775600335,2.32194991,3.375598,-31.08539868,1.45377726946745
49.2,38.5004759114829,2.32592176,3.387527,-31.21060613,1.45642345252404
49.3,38.5480529256877,2.32988875,3.399504,-31.33605458,1.45908425885142
49.4,38.5955087732948,2.33385087,3.41153,-31.46174391,1.46176006524359
49.5,38.6428433859797,2.33780809,3.423605,-31.58767402,1.46445083094909
49.6,38.690057054913,2.34176041,3.435729,-31.71384481,1.46715649702183
49.7,38.7371499515006,2.34570782,3.447903,-31.84025617,1.46987743767679
49.8,38.7841220091,2.34965029,3.460128,-31.966908,1.47261403738511
49.9,38.8309735191234,2.35358782,3.472403,-32.0938002,1.47536580980437
50,38.8777046536715,2.3575204,3.484729,-32.22093265,1.4781331266529
50.1,38.9243154663105,2.36144801,3.497106,-32.34830524,1.48091594021585
50.2,38.9708061297259,2.36537064,3.509536,-32.47591788,1.48371504264549
50.3,39.0171768166516,2.36928828,3.522017,-32.60377046,1.48652953282663
50.4,39.0634275817324,2.37320091,3.534551,-32.73186285,1.48936020760248
50.5,39.1095584802674,2.37710851,3.547138,-32.86019497,1.49220701750801
50.6,39.15556992167,2.38101109,3.559778,-32.98876668,1.49506989486555
50.7,39.2014618434676,2.38490862,3.572472,-33.11757789,1.49794921702283
50.8,39.2472343019502,2.38880108,3.585221,-33.24662849,1.50084535293328
50.9,39.2928877061187,2.39268848,3.598024,-33.37591835,1.50375781472396
51,39.3384218777034,2.39657078,3.610882,-33.50544738,1.50668698380776
51.1,39.3838372255532,2.40044799,3.623796,-33.63521545,1.50963320809129
51.2,39.4291338065724,2.40432009,3.636766,-33.76522245,1.51259643635885
51.3,39.4743115615056,2.40818705,3.649792,-33.89546827,1.5155766243324
51.4,39.5193708987003,2.41204888,3.662875,-34.02595279,1.51857411778488
51.5,39.5643118759113,2.41590556,3.676015,-34.1566759,1.52158886541906
51.6,39.6091345514655,2.41975707,3.689214,-34.28763747,1.52462164311395
51.7,39.6538389842534,2.42360339,3.70247,-34.41883741,1.52767157170877
51.8,39.6984255817249,2.42744453,3.715785,-34.55027557,1.53073940684445
51.9,39.7428941708216,2.43128045,3.72916,-34.68195185,1.53382551979966
52,39.7872451587367,2.43511116,3.742594,-34.81386613,1.53692942707388
52.1,39.8314784891927,2.43893663,3.756088,-34.94601829,1.54005149367083
52.2,39.8755944532515,2.44275686,3.769643,-35.0784082,1.54319206374064
52.3,39.9195929955358,2.44657182,3.783259,-35.21103575,1.54635108974647
52.4,39.9634744071028,2.45038151,3.796937,-35.34390082,1.54952891396899
52.5,40.0072387484093,2.45418591,3.810676,-35.47700327,1.5527250745238
52.6,40.050886195227,2.45798501,3.824479,-35.61034299,1.5559407337476
52.7,40.094416808563,2.46177879,3.838344,-35.74391985,1.5591750223829
52.8,40.1378307644318,2.46556724,3.852274,-35.87773374,1.5624290984658
52.9,40.1811282387407,2.46935035,3.866267,-36.01178451,1.56570208840556
53,40.2243092930544,2.4731281,3.880325,-36.14607205,1.56899474798738
53.1,40.2673739894018,2.47690047,3.894449,-36.28059623,1.57230742501333
53.2,40.3103227320906,2.48066747,3.908638,-36.41535691,1.5756396402457
53.3,40.3531553551613,2.48442906,3.922894,-36.55035398,1.57899215685394
53.4,40.3958722625144,2.48818525,3.937216,-36.6855873,1.58236449637341
53.5,40.4384732892183,2.491936,3.951606,-36.82105674,1.58575741913115
53.6,40.4809588387451,2.49568132,3.966064,-36.95676217,1.58917084814338
53.7,40.5233288603839,2.49942118,3.980591,-37.09270346,1.59260513268116
53.8,40.5655835305716,2.50315557,3.995187,-37.22888047,1.59606020811563
53.9,40.6077230255846,2.50688448,4.009853,-37.36529307,1.599536409432
54,40.6497474087402,2.51060789,4.024589,-37.50194113,1.60303367803086
54.1,40.691656856406,2.51432579,4.039396,-37.63882451,1.60655234737898
54.2,40.7334515447744,2.51803817,4.054274,-37.77594307,1.61009235217431
54.3,40.775131537488,2.52174501,4.069225,-37.91329668,1.61365442733641
54.4,40.8166970107983,2.5254463,4.084249,-38.0508852,1.61723850552673
54.5,40.8581480286772,2.52914202,4.099346,-38.18870849,1.62084452655608
54.6,40.899484655463,2.53283215,4.114517,-38.32676641,1.6244728258049
54.7,40.9407071794718,2.53651669,4.129762,-38.46505881,1.62812333003021
54.8,40.9818157765865,2.54019563,4.145084,-38.60358557,1.63179715414281
54.9,41.0228102878864,2.54386893,4.160481,-38.74234653,1.6354934607421
55,41.0636911128682,2.5475366,4.175954,-38.88134155,1.63921256322677
55.1,41.1044583159358,2.55119862,4.191506,-39.02057049,1.64295557670065
55.2,41.1451119618229,2.55485497,4.207135,-39.16003319,1.64672165324515
55.3,41.1856522265656,2.55850564,4.222842,-39.29972953,1.65051111632492
55.4,41.2260791751238,2.56215061,4.23863,-39.43965934,1.65432507498066
55.5,41.2663929834739,2.56578987,4.254497,-39.57982248,1.65816267721097
55.6,41.3065938273497,2.56942341,4.270445,-39.7202188,1.66202463298955
55.7,41.3466817718044,2.57305121,4.286475,-39.86084815,1.66591126649205
55.8,41.3866569924829,2.57667326,4.302586,-40.00171039,1.66982211784198
55.9,41.4265194444478,2.58028953,4.318781,-40.14280534,1.67375829331835
56,41.4662695236954,2.58390003,4.33506,-40.28413287,1.67771970651666
56.1,41.5059071853038,2.58750473,4.351423,-40.42569282,1.68170629778907
56.2,41.5454324949183,2.59110361,4.367871,-40.56748504,1.68571838777223
56.3,41.5848457376975,2.59469667,4.384405,-40.70950936,1.68975628276426
56.4,41.6241469790026,2.59828389,4.401026,-40.85176563,1.69382030075243
56.5,41.663336393806,2.60186526,4.417735,-40.99425369,1.69791075191957
56.6,41.7024139383417,2.60544075,4.434531,-41.13697339,1.70202719060105
56.7,41.7413798968961,2.60901036,4.451417,-41.27992455,1.70617068764725
56.8,41.7802343350067,2.61257407,4.468393,-41.42310703,1.71034117321696
56.9,41.818977427271,2.61613187,4.48546,-41.56652065,1.71453895403216
57,41.8576091305852,2.61968373,4.502619,-41.71016526,1.71876434870251
57.1,41.8961298368599,2.62322966,4.51987,-41.85404069,1.72301726719574
57.2,41.9345393944601,2.62676962,4.537214,-41.99814677,1.72729803384889
57.3,41.9728380862305,2.63030361,4.554652,-42.14248333,1.73160694555713
57.4,42.01102597782,2.63383161,4.572186,-42.28705021,1.73594469086048
57.5,42.0491032431214,2.63735361,4.589815,-42.43184724,1.74031081103303
57.6,42.0870700556996,2.6408696,4.607542,-42.57687425,1.74470636490344
57.7,42.1249263732097,2.64437955,4.625366,-42.72213106,1.74913090671874
57.8,42.1626723693235,2.64788345,4.643288,-42.8676175,1.7535847357632
57.9,42.2003082173728,2.65138129,4.661311,-43.0133334,1.75806890452938
58,42.2378339829403,2.65487305,4.679434,-43.15927858,1.76258296041688
58.1,42.2752498390502,2.65835872,4.697658,-43.30545287,1.76712719944733
58.2,42.3125558512248,2.66183828,4.715985,-43.45185609,1.77170229890901
58.3,42.3497521921635,2.66531172,4.734416,-43.59848806,1.77630855125644
58.4,42.3868389273091,2.66877902,4.752951,-43.74534859,1.7809458798878
58.5,42.4238162290189,2.67224017,4.771591,-43.89243752,1.78561457670176
58.6,42.4606841626378,2.67569515,4.790338,-44.03975464,1.79031531301314
58.7,42.497442900164,2.67914395,4.809192,-44.18729979,1.79504800404622
58.8,42.5340925068259,2.68258655,4.828155,-44.33507278,1.79981331823199
58.9,42.5706331542459,2.68602294,4.847228,-44.48307341,1.80461154214863
59,42.6070649075179,2.6894531,4.866411,-44.63130151,1.8094425963405
59.1,42.643387937872,2.69287702,4.885706,-44.77975687,1.81430713831856
59.2,42.6796023102496,2.69629468,4.905114,-44.92843932,1.81920545865558
59.3,42.7157081954721,2.69970607,4.924636,-45.07734866,1.82413784030941
59.4,42.7517056583109,2.70311117,4.944273,-45.2264847,1.82910457212161
59.5,42.7875947636299,2.70650996,4.964026,-45.37584723,1.83410594210413
59.6,42.8233757872005,2.70990244,4.983897,-45.52543608,1.83914259289718
59.7,42.8590486880345,2.71328858,5.003886,-45.67525103,1.84421444769432
59.8,42.8946136360431,2.71666837,5.023995,-45.82529189,1.84932215336979
59.9,42.9300708007246,2.7200418,5.044225,-45.97555847,1.85446598651535
60,42.9654201413098,2.72340884,5.064577,-46.12605055,1.85964623658929
60.1,43.000662036798,2.7267695,5.085052,-46.27676794,1.86486316500166
60.2,43.0357963413751,2.73012374,5.105652,-46.42771044,1.87011743284574
60.3,43.0708233285058,2.73347156,5.126379,-46.57887783,1.87540967135579
60.4,43.1057429574059,2.73681293,5.147232,-46.73026991,1.88073943365943
60.5,43.1405555007969,2.74014785,5.168214,-46.88188647,1.88610771495414
60.6,43.1752610220698,2.7434763,5.189326,-47.0337273,1.8915147909242
60.7,43.2098595846514,2.74679826,5.210569,-47.1857922,1.89696093662153
60.8,43.2443513559731,2.75011372,5.231944,-47.33808094,1.90244641956115
60.9,43.2787363991645,2.75342266,5.253454,-47.49059332,1.90797223990304
61,43.3130148811164,2.75672507,5.275098,-47.64332911,1.91353793579423
61.1,43.3471868646454,2.76002093,5.29688,-47.79628811,1.91914486677462
61.2,43.3812524125807,2.76331022,5.318799,-47.94947008,1.9247925772156
61.3,43.4152117945402,2.76659294,5.340859,-48.10287482,1.93048240772276
61.4,43.4490649693924,2.76986906,5.363059,-48.2565021,1.93621390897084
61.5,43.4828122059475,2.77313858,5.385402,-48.41035169,1.9419880560026
61.6,43.5164534629538,2.77640147,5.407889,-48.56442338,1.94780512056133
61.7,43.5499888025401,2.77965771,5.430522,-48.71871693,1.95366572670561
61.8,43.583418595269,2.78290731,5.453302,-48.87323211,1.95957011590156
61.9,43.6167426968026,2.78615023,5.47623,-49.02796871,1.96551856430226
62,43.6499612714587,2.78938646,5.49931,-49.18292648,1.97151240204988
62.1,43.6830744830729,2.79261599,5.522541,-49.33810519,1.97755116341649
62.2,43.7160824949973,2.79583881,5.545925,-49.49350461,1.98363545858354
62.3,43.7489852655968,2.79905489,5.569465,-49.64912451,1.98976626714169
62.4,43.7817829579236,2.80226422,5.593163,-49.80496464,1.99594419401323
62.5,43.814475836564,2.8054668,5.617019,-49.96102477,2.00216912208692
62.6,43.8470637575013,2.80866259,5.641035,-50.11730465,2.00844167615021
62.7,43.8795468829715,2.81185158,5.665214,-50.27380405,2.01476281333455
62.8,43.9119254764024,2.81503377,5.689556,-50.43052271,2.0211324143369
62.9,43.9441994955262,2.81820913,5.714065,-50.5874604,2.02755180201975
63,43.976369202873,2.82137766,5.738741,-50.74461686,2.03402085490391
63.1,44.0084344545694,2.82453932,5.763587,-50.90199185,2.04054054379388
63.2,44.0403956138196,2.82769412,5.788605,-51.05958512,2.04711144641062
63.3,44.0722525367107,2.83084202,5.813796,-51.21739641,2.05373382157158
63.4,44.104005585307,2.83398303,5.839162,-51.37542546,2.06040824457583
63.5,44.1356547165691,2.83711712,5.864706,-51.53367203,2.06713567045128
63.6,44.1672000894456,2.84024428,5.89043,-51.69213586,2.07391668437758
63.7,44.1986417616475,2.84336449,5.916335,-51.85081667,2.08075152545779
63.8,44.2299797907895,2.84647773,5.942423,-52.00971423,2.08764078403663
63.9,44.2612144353854,2.849584,5.968698,-52.16882825,2.09458573602322
64,44.2923456518105,2.85268327,5.99516,-52.32815848,2.10158627249214
64.1,44.3233736976205,2.85577554,6.021812,-52.48770466,2.10864331445321
64.2,44.3542985288665,2.85886078,6.048656,-52.6474665,2.11575745216946
64.3,44.3851203020596,2.86193898,6.075695,-52.80744375,2.12292960907224
64.4,44.4158391731704,2.86501013,6.102931,-52.96763612,2.13016035653598
64.5,44.4464550978931,2.8680742,6.130366,-53.12804336,2.1374502793547
64.6,44.4769683315009,2.87113119,6.158003,-53.28866517,2.14480028688623
64.7,44.5073790286437,2.87418109,6.185843,-53.44950129,2.15221059714091
64.8,44.5376870447586,2.87722386,6.21389,-53.61055143,2.15968249338791
64.9,44.5678927332312,2.88025951,6.242146,-53.77181532,2.16721652279173
65,44.5979960486723,2.88328801,6.270613,-53.93329268,2.17481326119759
65.1,44.6279970452062,2.88630934,6.299294,-54.09498321,2.18247362217939
65.2,44.6578960742388,2.88932351,6.328191,-54.25688663,2.19019814780104
65.3,44.6876929905891,2.89233048,6.357308,-54.41900265,2.19798810819156
65.4,44.7173880454977,2.89533025,6.386646,-54.58133099,2.20584370297654
65.5,44.7469811927163,2.89832279,6.416209,-54.74387135,2.21376618992807
65.6,44.7764726824536,2.9013081,6.445999,-54.90662344,2.22175611063161
65.7,44.8058625666702,2.90428616,6.476019,-55.06958696,2.22981436512441
65.8,44.8351508971579,2.90725695,6.506272,-55.23276161,2.23794185099463
65.9,44.8643378239737,2.91022046,6.536762,-55.3961471,2.24613979931953
66,44.8934234965988,2.91317668,6.56749,-55.55974313,2.25440840752577
66.1,44.9224079656991,2.91612559,6.598459,-55.72354939,2.26274856701216
66.2,44.951291281758,2.91906717,6.629674,-55.88756558,2.27116185202412
66.3,44.9800735931146,2.92200141,6.661137,-56.05179138,2.27964879729473
66.4,45.0087550475245,2.9249283,6.692851,-56.2162265,2.28821027852204
66.5,45.0373355964668,2.92784781,6.72482,-56.38087062,2.29684752637467
66.6,45.0658155826097,2.93075995,6.757046,-56.54572344,2.30556105422418
66.7,45.0941948589962,2.93366468,6.789533,-56.71078462,2.31435209561851
66.8,45.1224736694632,2.936562,6.822284,-56.87605386,2.32322150868941
66.9,45.1506521594091,2.9394519,6.855304,-57.04153085,2.33217083769937
67,45.1787302789148,2.94233435,6.888594,-57.20721525,2.34120027861552
67.1,45.2067081727667,2.94520934,6.92216,-57.37310676,2.35031170993095
67.2,45.2345860823244,2.94807687,6.956004,-57.53920504,2.35950563934922
67.3,45.2623639567384,2.95093691,6.99013,-57.70550977,2.36878327568176
67.4,45.2900419392824,2.95378945,7.024542,-57.87202062,2.37814580859851
67.5,45.3176200757394,2.95663447,7.059244,-58.03873726,2.38759443266587
67.6,45.3450986052519,2.95947197,7.09424,-58.20565936,2.39713032321776
67.7,45.3724774758816,2.96230192,7.129533,-58.37278659,2.40675433920659
67.8,45.399756925651,2.96512432,7.165128,-58.54011862,2.41646798809434
67.9,45.42693690206,2.96793914,7.201029,-58.7076551,2.42627246055996
68,45.454017738425,2.97074639,7.23724,-58.87539569,2.43616891174611
68.1,45.4809992850664,2.97354603,7.273765,-59.04334006,2.4461585348319
68.2,45.5078817777454,2.97633806,7.310608,-59.21148786,2.45624248745453
68.3,45.5346652589493,2.97912246,7.347775,-59.37983875,2.46642261224804
68.4,45.5613498669688,2.98189922,7.385269,-59.54839238,2.47669973232697
68.5,45.5879357394766,2.98466833,7.423095,-59.71714841,2.48707533945656
68.6,45.6144229176535,2.98742977,7.461257,-59.88610647,2.49755059513918
68.7,45.6408115382044,2.99018353,7.499761,-60.05526622,2.50812731886059
68.8,45.667101641519,2.99292959,7.538612,-60.22462731,2.51880699939887
68.9,45.6932934589288,2.99566795,7.577813,-60.39418938,2.52959043741814
69,45.7193869342413,2.99839858,7.617371,-60.56395207,2.54047979171602
69.1,45.7453822976257,3.00112148,7.65729,-60.73391501,2.55147619016075
69.2,45.771279492259,3.00383662,7.697576,-60.90407786,2.5625814495863
69.3,45.7970788423897,3.00654401,7.738233,-61.07444025,2.573796682923
69.4,45.8227802902896,3.00924362,7.779268,-61.2450018,2.58512403193198
69.5,45.8483839684482,3.01193544,7.820686,-61.41576215,2.59656495160467
69.6,45.8738899137361,3.01461945,7.862493,-61.58672094,2.60812123400849
69.7,45.8992984474341,3.01729566,7.904693,-61.75787779,2.61979397802866
69.8,45.9246094154334,3.01996403,7.947294,-61.92923233,2.63158564838933
69.9,45.9498231376569,3.02262457,7.990301,-62.10078418,2.64349766732691
70,45.9749395541407,3.02527725,8.033719,-62.27253297,2.65553148889081
70.1,45.9999588886331,3.02792207,8.077557,-62.44447832,2.66768985900618
70.2,46.0248810804931,3.030559,8.121819,-62.61661984,2.67997389260529
70.3,46.049706446658,3.03318805,8.166512,-62.78895717,2.692385656735
70.4,46.0744349255453,3.03580919,8.211644,-62.9614899,2.70492757813939
70.5,46.0990667382537,3.03842242,8.257219,-63.13421766,2.7176007343969
70.6,46.123601822506,3.04102771,8.303247,-63.30714006,2.73040820137742
70.7,46.1480404922447,3.04362507,8.349733,-63.48025671,2.74335136817624
70.8,46.1723826842376,3.04621447,8.396684,-63.65356722,2.75643231384165
70.9,46.1966286169196,3.04879591,8.444109,-63.8270712,2.76965374176194
71,46.2207783201469,3.05136937,8.492014,-64.00076824,2.78301738343791
71.1,46.2448319171756,3.05393484,8.540407,-64.17465796,2.79652561283855
71.2,46.2687895306126,3.05649231,8.589296,-64.34873996,2.8101807983937
71.3,46.2926512824153,3.05904177,8.638689,-64.52301384,2.82398530308398
71.4,46.3164172004176,3.0615832,8.688593,-64.69747919,2.83794116717129
71.5,46.3400874989114,3.0641166,8.739019,-64.87213561,2.85205171369784
71.6,46.3636622045893,3.06664195,8.789973,-65.0469827,2.86631864538343
71.7,46.3871414370454,3.06915924,8.841464,-65.22202005,2.88074463024603
71.8,46.4105254083718,3.07166847,8.893502,-65.39724726,2.89533264636466
71.9,46.4338140504709,3.07416961,8.946096,-65.57266391,2.9100853677361
72,46.4570075742059,3.07666266,8.999254,-65.74826959,2.92500510926993
72.1,46.4801060036387,3.0791476,9.052986,-65.92406389,2.94009484962657
72.2,46.5031096409969,3.08162444,9.107302,-66.10004639,2.95535753214626
72.3,46.5260183234374,3.08409314,9.162212,-66.27621668,2.9707961413902
72.4,46.5488324444746,3.08655372,9.217725,-66.45257435,2.98641327389565
72.5,46.5715518404196,3.08900614,9.273853,-66.62911896,3.00221254982679
72.6,46.5941768104791,3.09145041,9.330606,-66.80585011,3.01819688577828
72.7,46.6167074676869,3.09388652,9.387995,-66.98276736,3.03436953466541
72.8,46.6391437396771,3.09631444,9.44603,-67.1598703,3.05073343907539
72.9,46.6614859232148,3.09873418,9.504724,-67.3371585,3.06729246456371
73,46.6837340371382,3.10114572,9.564087,-67.51463154,3.08404952992664
73.1,46.7058882842156,3.10354906,9.624132,-67.69228898,3.10100849509368
73.2,46.7279486821165,3.10594418,9.68487,-67.87013039,3.11817258737728
73.3,46.7499153401434,3.10833107,9.746315,-68.04815535,3.13554598288013
73.4,46.7717884588549,3.11070973,9.80848,-68.22636342,3.15313251680349
73.5,46.7935679623179,3.11308013,9.871376,-68.40475417,3.17093540409447
73.6,46.8152542333799,3.11544229,9.935018,-68.58332716,3.18895908676902
73.7,46.8368471948576,3.11779618,9.999419,-68.76208196,3.20720740635457
73.8,46.8583470443632,3.1201418,10.064594,-68.94101814,3.22568480701742
73.9,46.8797537954532,3.12247913,10.130556,-69.12013524,3.24439510345102
74,46.9010677357435,3.12480818,10.197321,-69.29943284,3.26334303182732
74.1,46.9222887859872,3.12712892,10.264904,-69.47891048,3.28253303992341
74.2,46.9434172321829,3.12944136,10.33332,-69.65856774,3.30196952468219
74.3,46.9644529940462,3.13174547,10.402585,-69.83840416,3.32165723544577
74.4,46.985396447149,3.13404127,10.472716,-70.01841929,3.34160117808532
74.5,47.0062474188335,3.13632872,10.543729,-70.19861271,3.36180609282563
74.6,47.0270062829155,3.13860784,10.615641,-70.37898395,3.38227696519104
74.7,47.0476730477898,3.14087861,10.688471,-70.55953256,3.4030194500258
74.8,47.0682478123767,3.14314102,10.762236,-70.74025811,3.42403854345676
74.9,47.0887306749326,3.14539506,10.836955,-70.92116014,3.44533986773668
75,47.1091218238166,3.14764073,10.912646,-71.1022382,3.46692870504316
75.1,47.129421355748,3.14987802,10.98933,-71.28349184,3.48881129054007
75.2,47.1496293667825,3.15210692,11.067027,-71.4649206,3.51099352936924
75.3,47.1697459523123,3.15432742,11.145758,-71.64652403,3.53348163203679
75.4,47.1897713880497,3.15653953,11.225542,-71.82830167,3.55628114056915
75.5,47.2097055868019,3.15874322,11.306403,-72.01025308,3.57939921434956
75.6,47.2295488226824,3.1609385,11.388363,-72.19237779,3.60284232040579
75.7,47.2493010977329,3.16312535,11.471445,-72.37467534,3.62661726320773
75.8,47.2689625940456,3.16530377,11.555673,-72.55714529,3.65073112714234
75.9,47.288533492782,3.16747376,11.64107,-72.73978717,3.67519066677288
76,47.3080138840856,3.16963531,11.727663,-72.92260051,3.70000389729379
76.1,47.3274037674159,3.1717884,11.815476,-73.10558487,3.72517788387145
76.2,47.3467035016627,3.17393305,11.904537,-73.28873978,3.75072089186002
76.3,47.3659129948074,3.17606923,11.994873,-73.47206478,3.7766409140899
76.4,47.3850324241736,3.17819694,12.086511,-73.6555594,3.80294589296282
76.5,47.4040620559244,3.18031619,12.179481,-73.83922319,3.82964468699573
76.6,47.4230017962563,3.18242695,12.273813,-74.02305569,3.85674618548589
76.7,47.4418519993862,3.18452924,12.369537,-74.20705642,3.88425920058439
76.8,47.4606125702564,3.18662303,12.466686,-74.39122493,3.91219352983839
76.9,47.4792838611883,3.18870834,12.565291,-74.57556074,3.94055826378903
77,47.4978657758713,3.19078514,12.665386,-74.76006341,3.96936347773012
77.1,47.5163585753593,3.19285344,12.767006,-74.94473246,3.99861949191129
77.2,47.5347624302279,3.19491324,12.870187,-75.12956742,4.0283369322417
77.3,47.553077331638,3.19696452,12.974965,-75.31456784,4.05852642993986
77.4,47.5713035379186,3.19900729,13.08138,-75.49973324,4.08919980923207
77.5,47.5894411279867,3.20104154,13.189468,-75.68506316,4.1203676475876
77.6,47.6074901801042,3.20306726,13.299273,-75.87055714,4.15204300143232
77.7,47.6254509498928,3.20508446,13.410834,-76.0562147,4.18423731647933
77.8,47.6433234249916,3.20709312,13.524196,-76.24203539,4.21696392775773
77.9,47.6611078592879,3.20909325,13.639404,-76.42801873,4.25023610641417
78,47.6788043278802,3.21108484,13.756502,-76.61416426,4.28406681400545
78.1,47.6964129939814,3.21306789,13.875539,-76.80047151,4.31847053191273
78.2,47.7139339312073,3.21504239,13.996565,-76.98694003,4.35346203942275
78.3,47.7313673011697,3.21700834,14.11963,-77.17356933,4.38905607562087
78.4,47.748713353181,3.21896575,14.244787,-77.36035895,4.4252682713384
78.5,47.765972069846,3.2209146,14.37209,-77.54730844,4.46211458074672
78.6,47.783143610298,3.22285489,14.501596,-77.73441732,4.49961183328363
78.7,47.8002281327881,3.22478662,14.633364,-77.92168513,4.53777744835719
78.8,47.8172257946884,3.22670979,14.767455,-78.1091114,4.5766294340341
78.9,47.8341367524941,3.2286244,14.90393,-78.29669567,4.61618576629725
79,47.8509611618258,3.23053045,15.042855,-78.48443748,4.65646593735094
79.1,47.8676990010666,3.23242792,15.184297,-78.67233635,4.69748974325157
79.2,47.8843506006881,3.23431683,15.328327,-78.86039184,4.73927812446253
79.3,47.9009160256308,3.23619717,15.475017,-79.04860347,4.7818523368896
79.4,47.9173953401949,3.23806893,15.624442,-79.23697077,4.82523452643116
79.5,47.9337888719136,3.23993213,15.77668,-79.4254933,4.86944768191795
79.6,47.9500965075002,3.24178674,15.931812,-79.61417059,4.91451575250752
79.7,47.9663186605566,3.24363279,16.089924,-79.80300218,4.96046409741714
79.8,47.9824553042036,3.24547026,16.251102,-79.9919876,5.00731810742274
79.9,47.9985065866215,3.24729915,16.415437,-80.1811264,5.05510463980505
80,48.0144726551366,3.24911946,16.583025,-80.37041813,5.10385204488603
